temperature,x,y,z
248.3035,-5.389833333333334,2.517,3.716666666666667
250.59833333333333,-3.7071666666666667,2.3978333333333333,4.4215
252.80383333333333,-2.0328333333333335,2.4595,5.1525
224.80683333333334,0.17383333333333334,2.9555,5.9015
0.807,2.962833333333333,4.6105,7.461333333333333
2.4665,1.4386666666666668,4.196166666666667,4.0616666666666665
4.3501666666666665,1.4391666666666667,3.591833333333333,3.9655
5.872333333333334,1.4931666666666668,3.2435,3.9991666666666665
7.481,2.263,3.3036666666666665,3.95
8.818333333333333,3.0765,3.3063333333333333,3.9656666666666665
10.180833333333334,4.2525,4.4995,3.6373333333333333
11.4215,5.3345,4.814166666666667,3.6046666666666667
12.4075,5.960333333333334,4.741,3.4593333333333334
13.315833333333334,6.243333333333333,4.5925,3.3465
14.1625,6.450833333333334,4.459666666666666,2.9245
15.118666666666666,6.759333333333333,4.6225,2.7525
15.984333333333334,6.765666666666666,4.951833333333333,2.556
16.745,6.895333333333333,4.860333333333333,2.291166666666667
17.256666666666668,6.860333333333333,4.501666666666667,1.8266666666666667
17.9995,8.409833333333333,4.574833333333333,1.3288333333333333
18.738,6.040666666666667,3.0428333333333333,1.3073333333333332
19.006833333333333,5.094166666666666,2.3698333333333332,1.4218333333333333
19.681166666666666,4.9975,2.067833333333333,1.4978333333333333
20.010833333333334,5.031166666666667,1.8213333333333332,1.2911666666666666
20.756666666666668,4.928833333333333,1.5921666666666667,1.3541666666666667
21.028833333333335,4.835166666666667,1.4056666666666666,1.1353333333333333
21.828833333333332,4.936,1.3818333333333332,1.1841666666666666
22.209333333333333,5.051166666666667,1.4173333333333333,1.1286666666666667
22.974666666666668,5.198333333333333,1.4371666666666667,1.1151666666666666
23.110833333333332,5.324666666666666,1.3323333333333334,1.201
23.894833333333334,5.488333333333333,1.2833333333333334,1.2171666666666667
24.001,5.696,1.3795,1.2453333333333334
24.264666666666667,5.705333333333333,1.2726666666666666,1.2005
24.943,5.876666666666667,1.4121666666666666,1.1515
25.0,6.049166666666666,1.3801666666666668,1.2993333333333332
25.064666666666668,6.225333333333333,1.3136666666666668,1.2626666666666666
25.674333333333333,6.215833333333333,1.2461666666666666,1.1273333333333333
25.990333333333332,6.299,1.2935,1.1236666666666666
26.0,6.497,1.2995,1.0548333333333333
26.007666666666665,6.510166666666667,1.1758333333333333,1.134
26.199333333333332,6.5968333333333335,1.1503333333333334,1.1898333333333333
26.752833333333335,6.674,1.3031666666666666,1.157
26.987,6.716833333333334,1.2636666666666667,1.1881666666666666
26.999833333333335,6.893833333333333,1.2401666666666666,1.1896666666666667
27.0,6.846,1.2333333333333334,1.1245
27.005666666666666,6.784666666666666,1.2285,1.119
27.101666666666667,7.000666666666667,1.3388333333333333,1.0956666666666666
27.437166666666666,7.084833333333333,1.3155,1.149
27.841166666666666,7.148666666666666,1.363,1.1048333333333333
27.9795,7.135833333333333,1.2338333333333333,1.2333333333333334
27.998833333333334,7.370666666666667,1.2915,1.1873333333333334
28.0,7.298166666666667,1.1298333333333332,1.1648333333333334
28.0,7.204666666666666,1.1391666666666667,1.1696666666666666
28.000166666666665,7.569833333333333,1.1526666666666667,1.2716666666666667
28.001166666666666,7.804666666666667,1.299,1.2125
28.016833333333334,7.461,1.2665,1.3043333333333333
28.074,7.3645,1.2855,1.2546666666666666
28.227166666666665,7.318666666666667,1.3083333333333333,1.2055
28.457333333333334,7.4585,1.2395,1.2578333333333334
28.699166666666667,7.546333333333333,1.2671666666666668,1.2066666666666668
28.875,7.434166666666667,1.1593333333333333,1.1708333333333334
28.9575,7.526666666666666,1.3006666666666666,1.2141666666666666
28.987666666666666,7.474833333333334,1.289,1.2598333333333334
28.997166666666665,7.659666666666666,1.3528333333333333,1.3091666666666666
28.998833333333334,7.488333333333333,1.2383333333333333,1.2831666666666666
28.999833333333335,7.4915,1.2935,1.351
29.0,7.573666666666667,1.2465,1.3633333333333333
29.0,7.605666666666667,1.2115,1.264
29.000166666666665,7.5985,1.2706666666666666,1.3063333333333333
29.0,7.791333333333333,1.2675,1.2295
29.0015,7.7885,1.453,1.1516666666666666
29.004,7.694,1.2593333333333334,1.2595
29.0095,7.685666666666667,1.299,1.279
29.029,7.843,1.2148333333333334,1.3245
29.047,8.017333333333333,1.2553333333333334,1.233
29.095666666666666,7.8475,1.3128333333333333,1.2663333333333333
29.156333333333333,7.961333333333333,1.4406666666666668,1.29
29.239,7.885666666666666,1.2398333333333333,1.2361666666666666
29.329166666666666,7.980333333333333,1.2566666666666666,1.3256666666666668
29.416333333333334,7.8695,1.3123333333333334,1.2341666666666666
29.514833333333332,7.947,1.2648333333333333,1.1906666666666668
29.603666666666665,7.727,1.2588333333333332,1.2613333333333334
29.699666666666666,7.8575,1.3136666666666668,1.2693333333333334
29.783,7.917666666666666,1.265,1.2905
29.826666666666668,7.992333333333334,1.2933333333333332,1.3591666666666666
29.8795,7.892833333333333,1.3606666666666667,1.3221666666666667
29.912333333333333,7.975,1.2536666666666667,1.334
29.941333333333333,7.896166666666667,1.2443333333333333,1.3576666666666666
29.963166666666666,7.852166666666666,1.343,1.2196666666666667
29.978833333333334,7.920333333333334,1.285,1.2316666666666667
29.983666666666668,8.062333333333333,1.3933333333333333,1.354
29.99,7.905166666666666,1.3533333333333333,1.3768333333333334
29.992166666666666,8.065166666666666,1.4085,1.3346666666666667
29.996166666666667,7.701833333333333,1.3836666666666666,1.2723333333333333
29.997,7.9765,1.4351666666666667,1.3245
29.998833333333334,7.819166666666667,1.364,1.334
